properties.nombre,properties.libres,timestamp
Okendo,402,2022-03-03 08:24:08.406002
Ondarreta,0,2022-03-03 08:24:08.406002
Pio XII,466,2022-03-03 08:24:08.406002
San Martin,174,2022-03-03 08:24:08.406002
Txofre,0,2022-03-03 08:24:08.406002
Zuatzu,0,2022-03-03 08:24:08.406002
Arcco,0,2022-03-03 09:20:32.494580
Atotxa,51,2022-03-03 09:20:32.494580
Boulevard,205,2022-03-03 09:20:32.494580
Buen Pastor,195,2022-03-03 09:20:32.494580
Easo,96,2022-03-03 09:20:32.494580
Estación,244,2022-03-03 09:20:32.494580
Illumbe,0,2022-03-03 09:20:32.494580
Katalunia,210,2022-03-03 09:20:32.494580
Kontxa,423,2022-03-03 09:20:32.494580
Kursaal,0,2022-03-03 09:20:32.494580
Okendo,327,2022-03-03 09:20:32.494580
Ondarreta,0,2022-03-03 09:20:32.494580
Pio XII,447,2022-03-03 09:20:32.494580
San Martin,116,2022-03-03 09:20:32.494580
Txofre,0,2022-03-03 09:20:32.494580
Zuatzu,0,2022-03-03 09:20:32.494580
Arcco,0,2022-03-03 10:23:14.667587
Atotxa,13,2022-03-03 10:23:14.667587
Boulevard,134,2022-03-03 10:23:14.667587
Buen Pastor,136,2022-03-03 10:23:14.667587
Easo,67,2022-03-03 10:23:14.667587
Estación,229,2022-03-03 10:23:14.667587
Illumbe,0,2022-03-03 10:23:14.667587
Katalunia,134,2022-03-03 10:23:14.667587
Kontxa,384,2022-03-03 10:23:14.667587
Kursaal,0,2022-03-03 10:23:14.667587
Okendo,279,2022-03-03 10:23:14.667587
Ondarreta,0,2022-03-03 10:23:14.667587
Pio XII,431,2022-03-03 10:23:14.667587
San Martin,75,2022-03-03 10:23:14.667587
Txofre,0,2022-03-03 10:23:14.667587
Zuatzu,0,2022-03-03 10:23:14.667587
Arcco,0,2022-03-03 11:16:40.191117
Atotxa,13,2022-03-03 11:16:40.191117
Boulevard,134,2022-03-03 11:16:40.191117
Buen Pastor,136,2022-03-03 11:16:40.191117
Easo,67,2022-03-03 11:16:40.191117
Estación,229,2022-03-03 11:16:40.191117
Illumbe,0,2022-03-03 11:16:40.191117
Katalunia,134,2022-03-03 11:16:40.191117
Kontxa,384,2022-03-03 11:16:40.191117
Kursaal,0,2022-03-03 11:16:40.191117
Okendo,279,2022-03-03 11:16:40.191117
Ondarreta,0,2022-03-03 11:16:40.191117
Pio XII,431,2022-03-03 11:16:40.191117
San Martin,75,2022-03-03 11:16:40.191117
Txofre,0,2022-03-03 11:16:40.191117
Zuatzu,0,2022-03-03 11:16:40.191117
Arcco,0,2022-03-03 12:34:15.431284
Atotxa,13,2022-03-03 12:34:15.431284
Boulevard,134,2022-03-03 12:34:15.431284
Buen Pastor,136,2022-03-03 12:34:15.431284
Easo,67,2022-03-03 12:34:15.431284
Estación,229,2022-03-03 12:34:15.431284
Illumbe,0,2022-03-03 12:34:15.431284
Katalunia,134,2022-03-03 12:34:15.431284
Kontxa,384,2022-03-03 12:34:15.431284
Kursaal,0,2022-03-03 12:34:15.431284
Okendo,279,2022-03-03 12:34:15.431284
Ondarreta,0,2022-03-03 12:34:15.431284
Pio XII,431,2022-03-03 12:34:15.431284
San Martin,75,2022-03-03 12:34:15.431284
Txofre,0,2022-03-03 12:34:15.431284
Zuatzu,0,2022-03-03 12:34:15.431284
Arcco,0,2022-03-03 13:24:20.414478
Atotxa,13,2022-03-03 13:24:20.414478
Boulevard,134,2022-03-03 13:24:20.414478
Buen Pastor,136,2022-03-03 13:24:20.414478
Easo,67,2022-03-03 13:24:20.414478
Estación,229,2022-03-03 13:24:20.414478
Illumbe,0,2022-03-03 13:24:20.414478
Katalunia,134,2022-03-03 13:24:20.414478
Kontxa,384,2022-03-03 13:24:20.414478
Kursaal,0,2022-03-03 13:24:20.414478
Okendo,279,2022-03-03 13:24:20.414478
Ondarreta,0,2022-03-03 13:24:20.414478
Pio XII,431,2022-03-03 13:24:20.414478
San Martin,75,2022-03-03 13:24:20.414478
Txofre,0,2022-03-03 13:24:20.414478
Zuatzu,0,2022-03-03 13:24:20.414478
Arcco,0,2022-03-03 14:19:42.781154
Atotxa,13,2022-03-03 14:19:42.781154
Boulevard,134,2022-03-03 14:19:42.781154
Buen Pastor,136,2022-03-03 14:19:42.781154
Easo,67,2022-03-03 14:19:42.781154
Estación,229,2022-03-03 14:19:42.781154
Illumbe,0,2022-03-03 14:19:42.781154
Katalunia,134,2022-03-03 14:19:42.781154
Kontxa,384,2022-03-03 14:19:42.781154
Kursaal,0,2022-03-03 14:19:42.781154
Okendo,279,2022-03-03 14:19:42.781154
Ondarreta,0,2022-03-03 14:19:42.781154
Pio XII,431,2022-03-03 14:19:42.781154
San Martin,75,2022-03-03 14:19:42.781154
Txofre,0,2022-03-03 14:19:42.781154
Zuatzu,0,2022-03-03 14:19:42.781154
Arcco,0,2022-03-03 15:21:32.476360
Atotxa,13,2022-03-03 15:21:32.476360
Boulevard,134,2022-03-03 15:21:32.476360
Buen Pastor,136,2022-03-03 15:21:32.476360
Easo,67,2022-03-03 15:21:32.476360
Estación,229,2022-03-03 15:21:32.476360
Illumbe,0,2022-03-03 15:21:32.476360
Katalunia,134,2022-03-03 15:21:32.476360
Kontxa,384,2022-03-03 15:21:32.476360
Kursaal,0,2022-03-03 15:21:32.476360
Okendo,279,2022-03-03 15:21:32.476360
Ondarreta,0,2022-03-03 15:21:32.476360
Pio XII,431,2022-03-03 15:21:32.476360
San Martin,75,2022-03-03 15:21:32.476360
Txofre,0,2022-03-03 15:21:32.476360
Zuatzu,0,2022-03-03 15:21:32.476360
Arcco,0,2022-03-03 16:31:02.072120
Atotxa,13,2022-03-03 16:31:02.072120
Boulevard,134,2022-03-03 16:31:02.072120
Buen Pastor,136,2022-03-03 16:31:02.072120
Easo,67,2022-03-03 16:31:02.072120
Estación,229,2022-03-03 16:31:02.072120
Illumbe,0,2022-03-03 16:31:02.072120
Katalunia,134,2022-03-03 16:31:02.072120
Kontxa,384,2022-03-03 16:31:02.072120
Kursaal,0,2022-03-03 16:31:02.072120
Okendo,279,2022-03-03 16:31:02.072120
Ondarreta,0,2022-03-03 16:31:02.072120
Pio XII,431,2022-03-03 16:31:02.072120
San Martin,75,2022-03-03 16:31:02.072120
Txofre,0,2022-03-03 16:31:02.072120
Zuatzu,0,2022-03-03 16:31:02.072120
Arcco,0,2022-03-03 17:21:22.844718
Atotxa,13,2022-03-03 17:21:22.844718
Boulevard,134,2022-03-03 17:21:22.844718
Buen Pastor,136,2022-03-03 17:21:22.844718
Easo,67,2022-03-03 17:21:22.844718
Estación,229,2022-03-03 17:21:22.844718
Illumbe,0,2022-03-03 17:21:22.844718
Katalunia,134,2022-03-03 17:21:22.844718
Kontxa,384,2022-03-03 17:21:22.844718
Kursaal,0,2022-03-03 17:21:22.844718
Okendo,279,2022-03-03 17:21:22.844718
Ondarreta,0,2022-03-03 17:21:22.844718
Pio XII,431,2022-03-03 17:21:22.844718
San Martin,75,2022-03-03 17:21:22.844718
Txofre,0,2022-03-03 17:21:22.844718
Zuatzu,0,2022-03-03 17:21:22.844718
Arcco,0,2022-03-03 18:24:45.884390
Atotxa,13,2022-03-03 18:24:45.884390
Boulevard,134,2022-03-03 18:24:45.884390
Buen Pastor,136,2022-03-03 18:24:45.884390
Easo,67,2022-03-03 18:24:45.884390
Estación,229,2022-03-03 18:24:45.884390
Illumbe,0,2022-03-03 18:24:45.884390
Katalunia,134,2022-03-03 18:24:45.884390
Kontxa,384,2022-03-03 18:24:45.884390
Kursaal,0,2022-03-03 18:24:45.884390
Okendo,279,2022-03-03 18:24:45.884390
Ondarreta,0,2022-03-03 18:24:45.884390
Pio XII,431,2022-03-03 18:24:45.884390
San Martin,75,2022-03-03 18:24:45.884390
Txofre,0,2022-03-03 18:24:45.884390
Zuatzu,0,2022-03-03 18:24:45.884390
Arcco,0,2022-03-03 19:16:52.860255
Atotxa,13,2022-03-03 19:16:52.860255
Boulevard,134,2022-03-03 19:16:52.860255
Buen Pastor,136,2022-03-03 19:16:52.860255
Easo,67,2022-03-03 19:16:52.860255
Estación,229,2022-03-03 19:16:52.860255
Illumbe,0,2022-03-03 19:16:52.860255
Katalunia,134,2022-03-03 19:16:52.860255
Kontxa,384,2022-03-03 19:16:52.860255
Kursaal,0,2022-03-03 19:16:52.860255
Okendo,279,2022-03-03 19:16:52.860255
Ondarreta,0,2022-03-03 19:16:52.860255
Pio XII,431,2022-03-03 19:16:52.860255
San Martin,75,2022-03-03 19:16:52.860255
Txofre,0,2022-03-03 19:16:52.860255
Zuatzu,0,2022-03-03 19:16:52.860255
Arcco,0,2022-03-03 20:21:14.175565
Atotxa,13,2022-03-03 20:21:14.175565
Boulevard,134,2022-03-03 20:21:14.175565
Buen Pastor,136,2022-03-03 20:21:14.175565
Easo,67,2022-03-03 20:21:14.175565
Estación,229,2022-03-03 20:21:14.175565
Illumbe,0,2022-03-03 20:21:14.175565
Katalunia,134,2022-03-03 20:21:14.175565
Kontxa,384,2022-03-03 20:21:14.175565
Kursaal,0,2022-03-03 20:21:14.175565
Okendo,279,2022-03-03 20:21:14.175565
Ondarreta,0,2022-03-03 20:21:14.175565
Pio XII,431,2022-03-03 20:21:14.175565
San Martin,75,2022-03-03 20:21:14.175565
Txofre,0,2022-03-03 20:21:14.175565
Zuatzu,0,2022-03-03 20:21:14.175565
Arcco,0,2022-03-03 21:18:09.086503
Atotxa,13,2022-03-03 21:18:09.086503
Boulevard,134,2022-03-03 21:18:09.086503
Buen Pastor,136,2022-03-03 21:18:09.086503
Easo,67,2022-03-03 21:18:09.086503
Estación,229,2022-03-03 21:18:09.086503
Illumbe,0,2022-03-03 21:18:09.086503
Katalunia,134,2022-03-03 21:18:09.086503
Kontxa,384,2022-03-03 21:18:09.086503
Kursaal,0,2022-03-03 21:18:09.086503
Okendo,279,2022-03-03 21:18:09.086503
Ondarreta,0,2022-03-03 21:18:09.086503
Pio XII,431,2022-03-03 21:18:09.086503
San Martin,75,2022-03-03 21:18:09.086503
Txofre,0,2022-03-03 21:18:09.086503
Zuatzu,0,2022-03-03 21:18:09.086503
Arcco,0,2022-03-03 22:20:38.467907
Atotxa,13,2022-03-03 22:20:38.467907
Boulevard,134,2022-03-03 22:20:38.467907
Buen Pastor,136,2022-03-03 22:20:38.467907
Easo,67,2022-03-03 22:20:38.467907
Estación,229,2022-03-03 22:20:38.467907
Illumbe,0,2022-03-03 22:20:38.467907
Katalunia,134,2022-03-03 22:20:38.467907
Kontxa,384,2022-03-03 22:20:38.467907
Kursaal,0,2022-03-03 22:20:38.467907
Okendo,279,2022-03-03 22:20:38.467907
Ondarreta,0,2022-03-03 22:20:38.467907
Pio XII,431,2022-03-03 22:20:38.467907
San Martin,75,2022-03-03 22:20:38.467907
Txofre,0,2022-03-03 22:20:38.467907
Zuatzu,0,2022-03-03 22:20:38.467907
Arcco,0,2022-03-03 23:20:13.488916
Atotxa,13,2022-03-03 23:20:13.488916
Boulevard,134,2022-03-03 23:20:13.488916
Buen Pastor,136,2022-03-03 23:20:13.488916
Easo,67,2022-03-03 23:20:13.488916
Estación,229,2022-03-03 23:20:13.488916
Illumbe,0,2022-03-03 23:20:13.488916
Katalunia,134,2022-03-03 23:20:13.488916
Kontxa,384,2022-03-03 23:20:13.488916
Kursaal,0,2022-03-03 23:20:13.488916
Okendo,279,2022-03-03 23:20:13.488916
Ondarreta,0,2022-03-03 23:20:13.488916
Pio XII,431,2022-03-03 23:20:13.488916
San Martin,75,2022-03-03 23:20:13.488916
Txofre,0,2022-03-03 23:20:13.488916
Zuatzu,0,2022-03-03 23:20:13.488916
Arcco,0,2022-03-04 01:26:53.235108
Atotxa,13,2022-03-04 01:26:53.235108
Boulevard,134,2022-03-04 01:26:53.235108
Buen Pastor,136,2022-03-04 01:26:53.235108
Easo,67,2022-03-04 01:26:53.235108
Estación,229,2022-03-04 01:26:53.235108
Illumbe,0,2022-03-04 01:26:53.235108
Katalunia,134,2022-03-04 01:26:53.235108
Kontxa,384,2022-03-04 01:26:53.235108
Kursaal,0,2022-03-04 01:26:53.235108
Okendo,279,2022-03-04 01:26:53.235108
Ondarreta,0,2022-03-04 01:26:53.235108
Pio XII,431,2022-03-04 01:26:53.235108
San Martin,75,2022-03-04 01:26:53.235108
Txofre,0,2022-03-04 01:26:53.235108
Zuatzu,0,2022-03-04 01:26:53.235108
Arcco,0,2022-03-04 02:46:26.906359
Atotxa,13,2022-03-04 02:46:26.906359
Boulevard,134,2022-03-04 02:46:26.906359
Buen Pastor,136,2022-03-04 02:46:26.906359
Easo,67,2022-03-04 02:46:26.906359
Estación,229,2022-03-04 02:46:26.906359
Illumbe,0,2022-03-04 02:46:26.906359
Katalunia,134,2022-03-04 02:46:26.906359
Kontxa,384,2022-03-04 02:46:26.906359
Kursaal,0,2022-03-04 02:46:26.906359
Okendo,279,2022-03-04 02:46:26.906359
Ondarreta,0,2022-03-04 02:46:26.906359
Pio XII,431,2022-03-04 02:46:26.906359
San Martin,75,2022-03-04 02:46:26.906359
Txofre,0,2022-03-04 02:46:26.906359
Zuatzu,0,2022-03-04 02:46:26.906359
Arcco,0,2022-03-04 03:23:27.784974
Atotxa,13,2022-03-04 03:23:27.784974
Boulevard,134,2022-03-04 03:23:27.784974
Buen Pastor,136,2022-03-04 03:23:27.784974
Easo,67,2022-03-04 03:23:27.784974
Estación,229,2022-03-04 03:23:27.784974
Illumbe,0,2022-03-04 03:23:27.784974
Katalunia,134,2022-03-04 03:23:27.784974
Kontxa,384,2022-03-04 03:23:27.784974
Kursaal,0,2022-03-04 03:23:27.784974
Okendo,279,2022-03-04 03:23:27.784974
Ondarreta,0,2022-03-04 03:23:27.784974
Pio XII,431,2022-03-04 03:23:27.784974
San Martin,75,2022-03-04 03:23:27.784974
Txofre,0,2022-03-04 03:23:27.784974
Zuatzu,0,2022-03-04 03:23:27.784974
Arcco,0,2022-03-04 04:26:46.404029
Atotxa,13,2022-03-04 04:26:46.404029
Boulevard,134,2022-03-04 04:26:46.404029
Buen Pastor,136,2022-03-04 04:26:46.404029
Easo,67,2022-03-04 04:26:46.404029
Estación,229,2022-03-04 04:26:46.404029
Illumbe,0,2022-03-04 04:26:46.404029
Katalunia,134,2022-03-04 04:26:46.404029
Kontxa,384,2022-03-04 04:26:46.404029
Kursaal,0,2022-03-04 04:26:46.404029
Okendo,279,2022-03-04 04:26:46.404029
Ondarreta,0,2022-03-04 04:26:46.404029
Pio XII,431,2022-03-04 04:26:46.404029
San Martin,75,2022-03-04 04:26:46.404029
Txofre,0,2022-03-04 04:26:46.404029
Zuatzu,0,2022-03-04 04:26:46.404029
Arcco,0,2022-03-04 05:19:33.645321
Atotxa,13,2022-03-04 05:19:33.645321
Boulevard,134,2022-03-04 05:19:33.645321
Buen Pastor,136,2022-03-04 05:19:33.645321
Easo,67,2022-03-04 05:19:33.645321
Estación,229,2022-03-04 05:19:33.645321
Illumbe,0,2022-03-04 05:19:33.645321
Katalunia,134,2022-03-04 05:19:33.645321
Kontxa,384,2022-03-04 05:19:33.645321
Kursaal,0,2022-03-04 05:19:33.645321
Okendo,279,2022-03-04 05:19:33.645321
Ondarreta,0,2022-03-04 05:19:33.645321
Pio XII,431,2022-03-04 05:19:33.645321
San Martin,75,2022-03-04 05:19:33.645321
Txofre,0,2022-03-04 05:19:33.645321
Zuatzu,0,2022-03-04 05:19:33.645321
Arcco,0,2022-03-04 06:25:06.380378
Atotxa,13,2022-03-04 06:25:06.380378
Boulevard,134,2022-03-04 06:25:06.380378
Buen Pastor,136,2022-03-04 06:25:06.380378
Easo,67,2022-03-04 06:25:06.380378
Estación,229,2022-03-04 06:25:06.380378
Illumbe,0,2022-03-04 06:25:06.380378
Katalunia,134,2022-03-04 06:25:06.380378
Kontxa,384,2022-03-04 06:25:06.380378
Kursaal,0,2022-03-04 06:25:06.380378
Okendo,279,2022-03-04 06:25:06.380378
Ondarreta,0,2022-03-04 06:25:06.380378
Pio XII,431,2022-03-04 06:25:06.380378
San Martin,75,2022-03-04 06:25:06.380378
Txofre,0,2022-03-04 06:25:06.380378
Zuatzu,0,2022-03-04 06:25:06.380378
Arcco,0,2022-03-04 07:18:59.124863
Atotxa,13,2022-03-04 07:18:59.124863
Boulevard,134,2022-03-04 07:18:59.124863
Buen Pastor,136,2022-03-04 07:18:59.124863
Easo,67,2022-03-04 07:18:59.124863
Estación,229,2022-03-04 07:18:59.124863
Illumbe,0,2022-03-04 07:18:59.124863
Katalunia,134,2022-03-04 07:18:59.124863
Kontxa,384,2022-03-04 07:18:59.124863
Kursaal,0,2022-03-04 07:18:59.124863
Okendo,279,2022-03-04 07:18:59.124863
Ondarreta,0,2022-03-04 07:18:59.124863
Pio XII,431,2022-03-04 07:18:59.124863
San Martin,75,2022-03-04 07:18:59.124863
Txofre,0,2022-03-04 07:18:59.124863
Zuatzu,0,2022-03-04 07:18:59.124863
Arcco,0,2022-03-04 08:24:32.115668
Atotxa,13,2022-03-04 08:24:32.115668
Boulevard,134,2022-03-04 08:24:32.115668
Buen Pastor,136,2022-03-04 08:24:32.115668
Easo,67,2022-03-04 08:24:32.115668
Estación,229,2022-03-04 08:24:32.115668
Illumbe,0,2022-03-04 08:24:32.115668
Katalunia,134,2022-03-04 08:24:32.115668
Kontxa,384,2022-03-04 08:24:32.115668
Kursaal,0,2022-03-04 08:24:32.115668
Okendo,279,2022-03-04 08:24:32.115668
Ondarreta,0,2022-03-04 08:24:32.115668
Pio XII,431,2022-03-04 08:24:32.115668
San Martin,75,2022-03-04 08:24:32.115668
Txofre,0,2022-03-04 08:24:32.115668
Zuatzu,0,2022-03-04 08:24:32.115668
Arcco,0,2022-03-04 09:19:40.402012
Atotxa,13,2022-03-04 09:19:40.402012
Boulevard,134,2022-03-04 09:19:40.402012
Buen Pastor,136,2022-03-04 09:19:40.402012
Easo,67,2022-03-04 09:19:40.402012
Estación,229,2022-03-04 09:19:40.402012
Illumbe,0,2022-03-04 09:19:40.402012
Katalunia,134,2022-03-04 09:19:40.402012
Kontxa,384,2022-03-04 09:19:40.402012
Kursaal,0,2022-03-04 09:19:40.402012
Okendo,279,2022-03-04 09:19:40.402012
Ondarreta,0,2022-03-04 09:19:40.402012
Pio XII,431,2022-03-04 09:19:40.402012
San Martin,75,2022-03-04 09:19:40.402012
Txofre,0,2022-03-04 09:19:40.402012
Zuatzu,0,2022-03-04 09:19:40.402012
Arcco,0,2022-03-04 10:22:55.019159
Atotxa,13,2022-03-04 10:22:55.019159
Boulevard,134,2022-03-04 10:22:55.019159
Buen Pastor,136,2022-03-04 10:22:55.019159
Easo,67,2022-03-04 10:22:55.019159
Estación,229,2022-03-04 10:22:55.019159
Illumbe,0,2022-03-04 10:22:55.019159
Katalunia,134,2022-03-04 10:22:55.019159
Kontxa,384,2022-03-04 10:22:55.019159
Kursaal,0,2022-03-04 10:22:55.019159
Okendo,279,2022-03-04 10:22:55.019159
Ondarreta,0,2022-03-04 10:22:55.019159
Pio XII,431,2022-03-04 10:22:55.019159
San Martin,75,2022-03-04 10:22:55.019159
Txofre,0,2022-03-04 10:22:55.019159
Zuatzu,0,2022-03-04 10:22:55.019159
Arcco,0,2022-03-04 11:17:15.536876
Atotxa,13,2022-03-04 11:17:15.536876
Boulevard,134,2022-03-04 11:17:15.536876
Buen Pastor,136,2022-03-04 11:17:15.536876
Easo,67,2022-03-04 11:17:15.536876
Estación,229,2022-03-04 11:17:15.536876
Illumbe,0,2022-03-04 11:17:15.536876
Katalunia,134,2022-03-04 11:17:15.536876
Kontxa,384,2022-03-04 11:17:15.536876
Kursaal,0,2022-03-04 11:17:15.536876
Okendo,279,2022-03-04 11:17:15.536876
Ondarreta,0,2022-03-04 11:17:15.536876
Pio XII,431,2022-03-04 11:17:15.536876
San Martin,75,2022-03-04 11:17:15.536876
Txofre,0,2022-03-04 11:17:15.536876
Zuatzu,0,2022-03-04 11:17:15.536876
Arcco,0,2022-03-04 12:33:56.221620
Atotxa,13,2022-03-04 12:33:56.221620
Boulevard,134,2022-03-04 12:33:56.221620
Buen Pastor,136,2022-03-04 12:33:56.221620
Easo,67,2022-03-04 12:33:56.221620
Estación,229,2022-03-04 12:33:56.221620
Illumbe,0,2022-03-04 12:33:56.221620
Katalunia,134,2022-03-04 12:33:56.221620
Kontxa,384,2022-03-04 12:33:56.221620
Kursaal,0,2022-03-04 12:33:56.221620
Okendo,279,2022-03-04 12:33:56.221620
Ondarreta,0,2022-03-04 12:33:56.221620
Pio XII,431,2022-03-04 12:33:56.221620
San Martin,75,2022-03-04 12:33:56.221620
Txofre,0,2022-03-04 12:33:56.221620
Zuatzu,0,2022-03-04 12:33:56.221620
Arcco,0,2022-03-04 13:23:58.110444
Atotxa,13,2022-03-04 13:23:58.110444
Boulevard,134,2022-03-04 13:23:58.110444
Buen Pastor,136,2022-03-04 13:23:58.110444
Easo,67,2022-03-04 13:23:58.110444
Estación,229,2022-03-04 13:23:58.110444
Illumbe,0,2022-03-04 13:23:58.110444
Katalunia,134,2022-03-04 13:23:58.110444
Kontxa,384,2022-03-04 13:23:58.110444
Kursaal,0,2022-03-04 13:23:58.110444
Okendo,279,2022-03-04 13:23:58.110444
Ondarreta,0,2022-03-04 13:23:58.110444
Pio XII,431,2022-03-04 13:23:58.110444
San Martin,75,2022-03-04 13:23:58.110444
Txofre,0,2022-03-04 13:23:58.110444
Zuatzu,0,2022-03-04 13:23:58.110444
Arcco,0,2022-03-04 14:18:49.668845
Atotxa,13,2022-03-04 14:18:49.668845
Boulevard,134,2022-03-04 14:18:49.668845
Buen Pastor,136,2022-03-04 14:18:49.668845
Easo,67,2022-03-04 14:18:49.668845
Estación,229,2022-03-04 14:18:49.668845
Illumbe,0,2022-03-04 14:18:49.668845
Katalunia,134,2022-03-04 14:18:49.668845
Kontxa,384,2022-03-04 14:18:49.668845
Kursaal,0,2022-03-04 14:18:49.668845
Okendo,279,2022-03-04 14:18:49.668845
Ondarreta,0,2022-03-04 14:18:49.668845
Pio XII,431,2022-03-04 14:18:49.668845
San Martin,75,2022-03-04 14:18:49.668845
Txofre,0,2022-03-04 14:18:49.668845
Zuatzu,0,2022-03-04 14:18:49.668845
Arcco,0,2022-03-04 15:22:01.931522
Atotxa,13,2022-03-04 15:22:01.931522
Boulevard,134,2022-03-04 15:22:01.931522
Buen Pastor,136,2022-03-04 15:22:01.931522
Easo,67,2022-03-04 15:22:01.931522
Estación,229,2022-03-04 15:22:01.931522
Illumbe,0,2022-03-04 15:22:01.931522
Katalunia,134,2022-03-04 15:22:01.931522
Kontxa,384,2022-03-04 15:22:01.931522
Kursaal,0,2022-03-04 15:22:01.931522
Okendo,279,2022-03-04 15:22:01.931522
Ondarreta,0,2022-03-04 15:22:01.931522
Pio XII,431,2022-03-04 15:22:01.931522
San Martin,75,2022-03-04 15:22:01.931522
Txofre,0,2022-03-04 15:22:01.931522
Zuatzu,0,2022-03-04 15:22:01.931522
Arcco,0,2022-03-04 16:29:55.402645
Atotxa,13,2022-03-04 16:29:55.402645
Boulevard,134,2022-03-04 16:29:55.402645
Buen Pastor,136,2022-03-04 16:29:55.402645
Easo,67,2022-03-04 16:29:55.402645
Estación,229,2022-03-04 16:29:55.402645
Illumbe,0,2022-03-04 16:29:55.402645
Katalunia,134,2022-03-04 16:29:55.402645
Kontxa,384,2022-03-04 16:29:55.402645
Kursaal,0,2022-03-04 16:29:55.402645
Okendo,279,2022-03-04 16:29:55.402645
Ondarreta,0,2022-03-04 16:29:55.402645
Pio XII,431,2022-03-04 16:29:55.402645
San Martin,75,2022-03-04 16:29:55.402645
Txofre,0,2022-03-04 16:29:55.402645
Zuatzu,0,2022-03-04 16:29:55.402645
Arcco,0,2022-03-04 17:19:38.068949
Atotxa,13,2022-03-04 17:19:38.068949
Boulevard,134,2022-03-04 17:19:38.068949
Buen Pastor,136,2022-03-04 17:19:38.068949
Easo,67,2022-03-04 17:19:38.068949
Estación,229,2022-03-04 17:19:38.068949
Illumbe,0,2022-03-04 17:19:38.068949
Katalunia,134,2022-03-04 17:19:38.068949
Kontxa,384,2022-03-04 17:19:38.068949
Kursaal,0,2022-03-04 17:19:38.068949
Okendo,279,2022-03-04 17:19:38.068949
Ondarreta,0,2022-03-04 17:19:38.068949
Pio XII,431,2022-03-04 17:19:38.068949
San Martin,75,2022-03-04 17:19:38.068949
Txofre,0,2022-03-04 17:19:38.068949
Zuatzu,0,2022-03-04 17:19:38.068949
Arcco,0,2022-03-04 18:24:43.490547
Atotxa,13,2022-03-04 18:24:43.490547
Boulevard,134,2022-03-04 18:24:43.490547
Buen Pastor,136,2022-03-04 18:24:43.490547
Easo,67,2022-03-04 18:24:43.490547
Estación,229,2022-03-04 18:24:43.490547
Illumbe,0,2022-03-04 18:24:43.490547
Katalunia,134,2022-03-04 18:24:43.490547
Kontxa,384,2022-03-04 18:24:43.490547
Kursaal,0,2022-03-04 18:24:43.490547
Okendo,279,2022-03-04 18:24:43.490547
Ondarreta,0,2022-03-04 18:24:43.490547
Pio XII,431,2022-03-04 18:24:43.490547
San Martin,75,2022-03-04 18:24:43.490547
Txofre,0,2022-03-04 18:24:43.490547
Zuatzu,0,2022-03-04 18:24:43.490547
Arcco,0,2022-03-04 19:15:38.949478
Atotxa,13,2022-03-04 19:15:38.949478
Boulevard,134,2022-03-04 19:15:38.949478
Buen Pastor,136,2022-03-04 19:15:38.949478
Easo,67,2022-03-04 19:15:38.949478
Estación,229,2022-03-04 19:15:38.949478
Illumbe,0,2022-03-04 19:15:38.949478
Katalunia,134,2022-03-04 19:15:38.949478
Kontxa,384,2022-03-04 19:15:38.949478
Kursaal,0,2022-03-04 19:15:38.949478
Okendo,279,2022-03-04 19:15:38.949478
Ondarreta,0,2022-03-04 19:15:38.949478
Pio XII,431,2022-03-04 19:15:38.949478
San Martin,75,2022-03-04 19:15:38.949478
Txofre,0,2022-03-04 19:15:38.949478
Zuatzu,0,2022-03-04 19:15:38.949478
Arcco,0,2022-03-04 20:21:51.335914
Atotxa,13,2022-03-04 20:21:51.335914
Boulevard,134,2022-03-04 20:21:51.335914
Buen Pastor,136,2022-03-04 20:21:51.335914
Easo,67,2022-03-04 20:21:51.335914
Estación,229,2022-03-04 20:21:51.335914
Illumbe,0,2022-03-04 20:21:51.335914
Katalunia,134,2022-03-04 20:21:51.335914
Kontxa,384,2022-03-04 20:21:51.335914
Kursaal,0,2022-03-04 20:21:51.335914
Okendo,279,2022-03-04 20:21:51.335914
Ondarreta,0,2022-03-04 20:21:51.335914
Pio XII,431,2022-03-04 20:21:51.335914
San Martin,75,2022-03-04 20:21:51.335914
Txofre,0,2022-03-04 20:21:51.335914
Zuatzu,0,2022-03-04 20:21:51.335914
Arcco,0,2022-03-04 21:18:25.039331
Atotxa,13,2022-03-04 21:18:25.039331
Boulevard,134,2022-03-04 21:18:25.039331
Buen Pastor,136,2022-03-04 21:18:25.039331
Easo,67,2022-03-04 21:18:25.039331
Estación,229,2022-03-04 21:18:25.039331
Illumbe,0,2022-03-04 21:18:25.039331
Katalunia,134,2022-03-04 21:18:25.039331
Kontxa,384,2022-03-04 21:18:25.039331
Kursaal,0,2022-03-04 21:18:25.039331
Okendo,279,2022-03-04 21:18:25.039331
Ondarreta,0,2022-03-04 21:18:25.039331
Pio XII,431,2022-03-04 21:18:25.039331
San Martin,75,2022-03-04 21:18:25.039331
Txofre,0,2022-03-04 21:18:25.039331
Zuatzu,0,2022-03-04 21:18:25.039331
